,harvard_oxford,destrieux,diedrichsen,jhu,juelich,mist,yeo_networks7,yeo_networks17,component,cut_coords
369,"Parahippocampal Gyrus, anterior division",L G_oc-temp_med-Parahip,Background,Cingulum (hippocampus) R,GM Hippocampus subiculum L,AMYGDALA,Background,DefaultC,369,"[-18.06010785796805, -18.709071242708774, -19.077735135339864]"
370,Background,Background,Background,Anterior corona radiata L,WM Callosal body,right_SUPERIOR_FRONTAL_SULCUS,Background,Background,370,"[22.751960600652055, 14.732384659051291, 30.045273309527374]"
371,Supracalcarine Cortex,R S_parieto_occipital,Background,Posterior corona radiata L,GM Visual cortex V1 BA17 R,MEDIAL_VISUAL_NETWORK_anterodorsal,VisCent,VisPeri,371,"[17.32889085377613, -68.72255841784656, 16.096756027629198]"
372,"Lateral Occipital Cortex, superior division",L G_occipital_middle,Background,Background,GM Inferior parietal lobule PGp L,DORSAL_VISUAL_STREAM_ventrolateral,VisCent,DorsAttnA,372,"[-45.65959585050135, -76.2671054925535, 18.46864126572052]"
373,"Supramarginal Gyrus, anterior division",R G_and_S_subcentral,Background,Background,GM Inferior parietal lobule PFop R,left_POSTCENTRAL_SULCUS,SalVentAttnA,SalVentAttnA,373,"[67.54349968951277, -20.83524379382966, 28.56996064782315]"
374,Background,Background,Background,Genu of corpus callosum,WM Callosal body,POSTERIOR_CINGULATE_CORTEX,Background,Background,374,"[-11.375310626183207, -5.522149681505411, 26.975959056414567]"
375,Precentral Gyrus,R G_precentral,Background,Background,GM Primary motor cortex BA4p R,SOMATOMOTOR_NETWORK_lateral,SomMotA,SomMotB,375,"[46.16898567872752, -7.067339368085456, 41.940846496107724]"
376,"Lateral Occipital Cortex, inferior division",R S_oc_middle_and_Lunatus,Background,Background,GM Visual cortex V3V R,POSTERIOR_VISUAL_NETWORK_lateral,VisCent,VisCent,376,"[34.94571627969728, -88.00068698072084, 0.8622197090720078]"
377,Background,Background,Background,Background,GM Mamillary body,CAUDATE_NUCLEUS_HEAD_and_NUCLEUS_ACCUMBENS,Background,Background,377,"[-0.5953308518183746, -6.873897382660118, -18.16840565205331]"
378,"Middle Temporal Gyrus, posterior division",R S_circular_insula_inf,Background,Posterior limb of internal capsule L,GM Insula Id1 R,HESCHLS GYRUS,Background,TempPar,378,"[40.71884879296559, -30.097432964977884, -0.6386993589307366]"
379,Occipital Pole,L G_occipital_sup,Background,Background,GM Visual cortex V2 BA18 L,POSTERIOR_VISUAL_NETWORK_dorsomedial,VisCent,VisCent,379,"[-13.910092912240799, -100.4510130181249, 19.145292619719797]"
380,Postcentral Gyrus,L G_postcentral,Background,Background,GM Primary somatosensory cortex BA1 L,SOMATOMOTOR_NETWORK_ventrolateral,SomMotA,SomMotB,380,"[-64.53817469094257, -9.923617387033659, 35.09144013812863]"
381,Background,R S_central,Background,Fornix (cres) / Stria terminalis (can not be resolved with current resolution) L,WM Corticospinal tract R,Background,Background,Background,381,"[31.333675420177997, -14.268933766584894, 30.388799554939183]"
382,Occipital Pole,R Pole_occipital,Background,Background,GM Visual cortex V1 BA17 R,POSTERIOR_VISUAL_NETWORK_ventromedial,VisCent,VisCent,382,"[7.182841483341605, -96.75660753140144, 3.100654855198485]"
383,Superior Frontal Gyrus,L G_front_sup,Background,Background,Background,SUPERIOR_FRONTAL_GYRUS_anterodorsal,DefaultB,DefaultB,383,"[0.05318082594496332, 50.43760871347965, 46.12124179244299]"
384,Background,Background,Left VI,Inferior cerebellar peduncle R  ,Background,CEREBELLUM_I-V,Background,Background,384,"[-19.83270569872026, -51.051799157241405, -27.491057183563235]"
385,Background,Background,Background,Cingulum (hippocampus) L,GM Hippocampus dentate gyrus R,THALAMUS_ventral,Background,Background,385,"[14.971889976710912, -30.568871352614494, 6.865591941586729]"
386,"Lateral Occipital Cortex, superior division",R S_oc_sup_and_transversal,Background,Background,GM Inferior parietal lobule PGp R,LATERAL_VISUAL_NETWORK_dorsoposterior,DorsAttnB,DorsAttnA,386,"[33.72819890013193, -70.94763925702645, 27.18080476273319]"
387,"Superior Temporal Gyrus, posterior division",L S_temporal_sup,Background,Background,GM Primary auditory cortex TE1.2 L,left_MIDDLE_TEMPORAL_GYRUS_posterior,DefaultB,TempPar,387,"[-57.14011265556668, -16.791677320623037, -5.639786338198064]"
388,Frontal Pole,R S_front_sup,Background,Background,Background,SUPERIOR_FRONTAL_GYRUS_anterodorsal,DefaultB,SalVentAttnB,388,"[20.395050727466725, 46.05656807559188, 35.18819759407408]"
389,Precuneous Cortex,L G_cingul-Post-ventral,Background,Background,GM Visual cortex V1 BA17 L,PRECUNEUS_ventral,DefaultB,DefaultA,389,"[-0.18978890224434508, -56.001721232481515, 16.99580262401112]"
390,Occipital Fusiform Gyrus,L S_collat_transv_post,Background,Background,GM Visual cortex V4 L,VENTRAL_VISUAL_NETWORK_lateral,VisCent,VisCent,390,"[-26.136281095162204, -78.13198536130469, -6.845712928862099]"
391,Background,R G_Ins_lg_and_S_cent_ins,Background,Cingulum (hippocampus) L,GM Lateral geniculate body R,HIPPOCAMPUS,Background,Background,391,"[27.137456562420653, -26.136461675258303, -2.5494857078549558]"
392,"Cingulate Gyrus, anterior division",L G_and_S_cingul-Ant,Background,Pontine crossing tract (a part of MCP),WM Callosal body,PERIGENUAL_ANTERIOR_CINGULATE_CORTEX,DefaultB,DefaultA,392,"[0.6942803617541955, 34.783057311481656, 7.130165201155663]"
393,"Lateral Occipital Cortex, superior division",R S_intrapariet_and_P_trans,Background,Background,GM Anterior intra-parietal sulcus hIP3 R,right_DORSAL_VISUAL_STREAM_ventral,DorsAttnB,DorsAttnA,393,"[25.526695066801295, -58.525364542395835, 42.56057282073601]"
394,Middle Frontal Gyrus,R S_front_inf,Background,Background,Background,right_MIDDLE_FRONTAL_GYRUS_posterior,ContA,ContA,394,"[34.6332208824177, 22.768210038348627, 30.575053995617708]"
395,Frontal Pole,R G_front_sup,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_anterocaudal,DefaultB,DefaultB,395,"[2.5192401968943585, 61.07880470564413, 24.396809409353295]"
396,"Middle Temporal Gyrus, posterior division",L S_temporal_sup,Background,Background,Background,left_MIDDLE_TEMPORAL_GYRUS_posterior,DefaultB,DefaultB,396,"[-58.26881368618341, -25.792699183286643, -9.793431556373847]"
397,"Cingulate Gyrus, posterior division",R G_and_S_cingul-Mid-Post,Background,External capsule L,WM Cingulum R,INFERIOR_MARGINAL_SULCUS,SalVentAttnA,SalVentAttnA,397,"[10.401641828944065, -17.02804637611557, 40.95640032908909]"
398,Background,L S_circular_insula_sup,Background,Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) R,WM Superior occipito-frontal fascicle L,CAUDATE_dorsal,Background,Background,398,"[-23.203673171125487, 8.841073231074375, 15.7073270760838]"
399,"Lateral Occipital Cortex, superior division",L G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule Pga L,left_INFERIOR_PARIETAL_LOBULE,DefaultB,DefaultA,399,"[-44.981502791765365, -67.62477798681124, 41.66467659045489]"
400,Occipital Pole,L Pole_occipital,Background,Background,GM Visual cortex V3V L,POSTERIOR_VISUAL_NETWORK_lateral,VisCent,VisCent,400,"[-24.675273466111662, -91.89095232483022, -8.299870665711325]"
401,"Inferior Temporal Gyrus, temporooccipital part",R S_oc-temp_lat,Background,Background,GM Visual cortex V5 R,FUSIFORM_GYRUS_ventrolateral,DorsAttnB,DorsAttnA,401,"[50.14923957049771, -57.6950954604374, -6.216922801088117]"
402,Background,Background,Background,Retrolenticular part of internal capsule L,WM Superior occipito-frontal fascicle R,CAUDATE_dorsal,Background,Background,402,"[21.52116753654755, 22.43464523583512, 20.747387609124047]"
403,Lingual Gyrus,R G_oc-temp_med-Lingual,Right V,Background,GM Visual cortex V2 BA18 R,MEDIAL_VISUAL_NETWORK_anteroventral,VisCent,VisPeri,403,"[0.5220772844753583, -63.41813433395329, -1.9317638946568678]"
404,Paracingulate Gyrus,R G_and_S_cingul-Ant,Background,Background,Background,PERIGENUAL_ANTERIOR_CINGULATE_CORTEX,DefaultB,DefaultA,404,"[0.31348849766084186, 40.34752920460994, 26.5453984891068]"
405,Background,L S_orbital-H_Shaped,Background,Anterior corona radiata R,WM Callosal body,left_VENTROLATERAL_PREFRONTAL_CORTEX,Background,Background,405,"[-30.046997317845083, 39.72722266321367, -2.8139098398616227]"
406,Precuneous Cortex,L G_cingul-Post-ventral,Background,Cingulum (cingulate gyrus) R,WM Cingulum L,PARIETO_OCCIPITAL_SULCUS,DefaultB,DefaultC,406,"[-11.304638643798555, -53.287320996122006, 13.93552432631256]"
407,Middle Frontal Gyrus,R S_front_inf,Background,Background,GM Broca's area BA44 R,right_INFERIOR_FRONTAL_SULCUS,ContA,ContA,407,"[39.4774002483789, 12.64475050682239, 32.93265470300119]"
408,Background,Background,Vermis VIIIb,Background,Background,CEREBELLUM_IX_dorsal,Background,Background,408,"[-1.4400414032316746, -65.65121495063225, -41.013516696139106]"
409,Superior Parietal Lobule,R G_parietal_sup,Background,Background,GM Superior parietal lobule 5L R,SUPERIOR_PARIETAL_LOBULE,DorsAttnB,DorsAttnB,409,"[23.12666922847133, -49.807069638079255, 74.914806689606]"
410,Background,Background,Vermis IX,Medial lemniscus L,Background,CEREBELLUM_IX_dorsal,Background,Background,410,"[-0.5845677582378954, -53.619068672398214, -39.17107990589107]"
411,Superior Frontal Gyrus,R G_front_middle,Background,Background,Background,right_MIDDLE_FRONTAL_GYRUS_posterior,ContA,ContB,411,"[30.534178445316144, 9.564812100107162, 64.87741958423223]"
412,Frontal Operculum Cortex,R Lat_Fis-ant-Vertical,Background,Background,GM Broca's area BA44 R,ANTERIOR_INSULA_anteroodorsal,SalVentAttnA,SalVentAttnB,412,"[42.9291241830592, 15.288777437498908, 5.447763634186288]"
413,Frontal Pole,L G_and_S_frontomargin,Background,Background,Background,FRONTAL_POLE,ContA,ContB,413,"[-28.395990740518243, 49.80743839927578, -10.976347497167467]"
414,"Inferior Frontal Gyrus, pars opercularis",R Lat_Fis-ant-Vertical,Background,Background,GM Broca's area BA44 R,right_VENTROLATERAL_PREFRONTAL_CORTEX,ContA,SalVentAttnB,414,"[52.818841520644355, 17.542061832854102, 11.99373302625169]"
415,Central Opercular Cortex,L G_and_S_subcentral,Background,Background,GM Primary auditory cortex TE1.2 L,SUPERIOR_TEMPORAL_GYRUS_middle,SomMotA,SomMotB,415,"[-57.847710273280555, -13.375775607600815, 9.35178351255972]"
416,Lingual Gyrus,R G_oc-temp_med-Lingual,Left V,Background,Background,CEREBELLUM_VERMIS,Background,Background,416,"[0.8578565480112275, -56.11239495122868, -7.157129419766292]"
417,"Supramarginal Gyrus, anterior division",R G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule PF R,left_POSTCENTRAL_SULCUS,SalVentAttnA,DorsAttnB,417,"[62.49004320062747, -28.840295273620242, 45.3943257018896]"
418,"Supramarginal Gyrus, posterior division",R S_interm_prim-Jensen,Background,Background,GM Inferior parietal lobule PFm R,SUPRAMARGINAL_GYRUS,ContA,ContB,418,"[51.00919809649156, -41.89279053412619, 43.51937615287345]"
419,"Parahippocampal Gyrus, posterior division",L G_oc-temp_med-Parahip,Left I-IV,Inferior cerebellar peduncle L,GM Hippocampus subiculum L,CEREBELLUM_VERMIS,Background,VisPeri,419,"[6.082910332025804, -38.25096250184545, -8.783756580966283]"
420,"Middle Temporal Gyrus, posterior division",L G_temporal_middle,Background,Background,Background,left_MIDDLE_TEMPORAL_GYRUS_posterior,DefaultB,ContB,420,"[-63.787674985105, -35.984393658578696, -9.241462623553403]"
421,Frontal Orbital Cortex,L S_orbital-H_Shaped,Background,Background,Background,LATERAL_ORBITAL_GYRUS,ContA,SalVentAttnB,421,"[-31.947582916505112, 36.70180063314913, -12.322978397728164]"
422,Paracingulate Gyrus,L G_front_sup,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_anterocaudal,DefaultB,DefaultB,422,"[-5.709302759049123, 51.94261163130895, 24.205403634664833]"
423,"Inferior Frontal Gyrus, pars opercularis",L G_front_inf-Opercular,Background,Background,GM Broca's area BA44 L,left_INFERIOR_FRONTAL_SULCUS,ContA,ContA,423,"[-47.60268587723751, 13.41338152305056, 20.377044836839417]"
424,Background,R S_orbital_med-olfact,Background,Uncinate fasciculus R,GM Amygdala_superficial group L,AMYGDALA,Background,Background,424,"[-21.83262085450812, -0.736357083900117, -15.227708128575237]"
425,Background,Background,Background,Anterior limb of internal capsule R,WM Superior occipito-frontal fascicle L,CAUDATE,Background,Background,425,"[-14.594433785658623, 18.756350936015536, 3.2018166257501264]"
426,Precuneous Cortex,R S_parieto_occipital,Background,Background,GM Superior parietal lobule 7M R,PARIETO_OCCIPITAL_SULCUS_dorsal,ContA,ContC,426,"[14.17170875711166, -63.493252898460526, 33.048117411825956]"
427,Frontal Pole,L G_front_middle,Background,Background,Background,left_MIDDLE_FRONTAL_GYRUS_anterior,ContA,SalVentAttnB,427,"[-38.83560844085278, 47.07533996433489, 23.5952869499271]"
428,"Lateral Occipital Cortex, superior division",R G_pariet_inf-Angular,Background,Background,GM Superior parietal lobule 7A R,right_INTRAPARIETAL_SULCUS,ContA,ContA,428,"[35.18215381851513, -66.54893440190736, 54.06481602663649]"
429,"Supramarginal Gyrus, anterior division",L G_postcentral,Background,Background,GM Inferior parietal lobule PFt L,right_POSTCENTRAL_SULCUS,DorsAttnB,DorsAttnB,429,"[-56.025240566166545, -21.088406179768043, 34.868713977709376]"
430,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),L G_and_S_cingul-Mid-Post,Background,Superior corona radiata R,GM Superior parietal lobule 5Ci L,SOMATOMOTOR_NETWORK_anteromedial,SomMotA,SomMotA,430,"[-10.46255706050242, -17.125553709199224, 47.39400024425828]"
431,"Cingulate Gyrus, anterior division",R G_and_S_cingul-Ant,Background,External capsule L,WM Cingulum R,ANTERIOR_CINGULATE_CORTEX_dorsal,ContA,SalVentAttnB,431,"[10.814130954215358, 30.184884008174123, 20.518459962492216]"
432,"Middle Temporal Gyrus, temporooccipital part",R G_temporal_middle,Background,Background,GM Inferior parietal lobule Pga R,right_ANGULAR_GYRUS,DorsAttnB,TempPar,432,"[61.341802150644696, -57.53090774754624, 12.868318472697652]"
433,"Lateral Occipital Cortex, superior division",R S_parieto_occipital,Background,Background,GM Superior parietal lobule 7P R,right_DORSAL_VISUAL_STREAM_ventral,VisCent,ContC,433,"[18.010277436878468, -74.88536958741498, 41.07620353274385]"
434,Background,Background,Left IX,Unclassified,Background,CEREBELLUM_IX_middle,Background,Background,434,"[-18.53522840409734, -48.8446393247569, -39.58817770961217]"
435,Precentral Gyrus,L G_precentral,Background,Background,GM Primary somatosensory cortex BA1 L,SOMATOMOTOR_NETWORK_ventrolateral,SomMotA,SomMotB,435,"[-54.453553144539995, -9.669559227303495, 43.04229340939446]"
436,"Middle Temporal Gyrus, temporooccipital part",R G_temporal_middle,Background,Background,Background,FUSIFORM_GYRUS_dorsolateral,DorsAttnB,DorsAttnB,436,"[58.38397315663681, -53.08316587068265, -0.0474180683590788]"
437,Background,Background,Background,Anterior corona radiata L,WM Superior occipito-frontal fascicle R,Background,Background,Background,437,"[22.061051701867996, -7.23933183287545, 31.185896551844422]"
438,"Supramarginal Gyrus, anterior division",R G_postcentral,Background,Background,GM Inferior parietal lobule PFt R,left_POSTCENTRAL_SULCUS,SomMotA,SomMotA,438,"[51.54726488851952, -25.509154329324517, 50.92308981417503]"
439,Superior Frontal Gyrus,L G_front_sup,Background,Background,GM Premotor cortex BA6 L,SUPERIOR_FRONTAL_GYRUS_anterodorsal,DefaultB,DefaultB,439,"[-11.783887210813674, 22.16722724121854, 66.0772698127025]"
440,Background,Background,Background,Anterior limb of internal capsule L,WM Corticospinal tract R,THALAMUS_dorsal,Background,Background,440,"[11.459133468741285, -11.309361987418953, 8.702849210684732]"
441,Background,Background,Right Crus II,Background,Background,CEREBELLUM_VIIb_medial,Background,Background,441,"[19.59705150432245, -81.08205907179934, -45.821476291890015]"
442,Frontal Pole,R G_and_S_transv_frontopol,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_anterocaudal,DefaultB,DefaultA,442,"[4.4847169094957025, 59.801036202750936, 7.273847764983429]"
443,Insular Cortex,R Lat_Fis-post,Background,Posterior limb of internal capsule L,GM Insula Ig1 R,HESCHLS GYRUS,Background,SomMotB,443,"[27.622978372819418, -22.400004043614103, 12.724476494378507]"
444,"Cingulate Gyrus, posterior division",L G_cingul-Post-ventral,Background,Cingulum (hippocampus) R,GM Visual cortex V2 BA18 L,PARIETO_OCCIPITAL_SULCUS_ventral,VisCent,DefaultC,444,"[-11.330022321472896, -54.30151840213766, 4.800585991168674]"
445,Angular Gyrus,R G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule Pga R,right_INFERIOR_PARIETAL_LOBULE,ContA,ContB,445,"[51.54449887559008, -59.69345886564946, 51.17107529832319]"
446,"Temporal Fusiform Cortex, anterior division",R S_collat_transv_ant,Background,Background,GM Hippocampus entorhinal cortex R,INFERIOR_TEMPORAL_GYRUS,LimbicA,LimbicA,446,"[34.71052958074921, -8.956277526777342, -33.00946736836005]"
447,Superior Parietal Lobule,L S_intrapariet_and_P_trans,Background,Background,GM Anterior intra-parietal sulcus hIP3 L,DORSAL_VISUAL_STREAM_superior,DorsAttnB,DorsAttnA,447,"[-27.26304672565452, -55.60124108117512, 48.76831062725586]"
448,Lingual Gyrus,L S_calcarine,Background,Cingulum (hippocampus) R,GM Visual cortex V1 BA17 L,PARIETO_OCCIPITAL_SULCUS_ventral,VisCent,VisPeri,448,"[-19.984313953372478, -56.03075731644262, 1.2703168323492662]"
449,Frontal Pole,L G_front_sup,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_anterororstral,DefaultB,DefaultA,449,"[8.610108242019308, 70.45920966994336, 19.60853427114027]"
450,Middle Frontal Gyrus,R G_front_middle,Background,Background,Background,right_PARS_ORBITALIS,ContA,ContB,450,"[42.54110329935034, 34.83767818488778, 30.862060342669935]"
451,Paracingulate Gyrus,L G_and_S_cingul-Ant,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_anterocaudal,DefaultB,DefaultA,451,"[-11.312511515622944, 51.43417999060824, 9.191794970131085]"
452,Background,Background,Left I-IV,Fornix (column and body of fornix),GM Hippocampus subiculum L,CEREBELLUM_I-V,Background,Background,452,"[12.967348932606825, -31.803425437803583, -24.87931679084818]"
